Estimate,lwr,upr,pval,contrast,n,EPV,prev,rho
-0.0406968761841711,-0.077169115448844,-0.00422463691949813,0.0228841818090383,GLM,500,20,0.05,0
0.00801009839480549,-0.0284621408698644,0.0444823376594753,0.955325322441984,EN,500,20,0.05,0
0.0686849032016648,0.0322126639369949,0.105157142466335,1.65901010770186e-05,AEN,500,20,0.05,0
0.0206635269993412,-0.0158087122653291,0.0571357662640114,0.44109039674661,RF,500,20,0.05,0
-0.0356504368598612,-0.0721285651849007,0.000827691465178186,0.057756359706024,GLM,100,0.5,0.05,0.3
0.0204715332865975,-0.016006595038442,0.0569496616116369,0.449604467733842,EN,100,0.5,0.05,0.3
0.171102161107441,0.134624032782402,0.207580289432481,0,AEN,100,0.5,0.05,0.3
0.0277137243393552,-0.008764403985684,0.0641918526643943,0.193382167001275,RF,100,0.5,0.05,0.3
-0.00476572943505249,-0.0412578258030846,0.0317263669329796,0.993254851387575,GLM,1000,10,0.1,0.3
-0.000126857909057754,-0.0366189542770898,0.0363652384589743,0.999999996232074,EN,1000,10,0.1,0.3
0.0338893178056466,-0.00260277856238545,0.0703814141736787,0.0773434013893257,AEN,1000,10,0.1,0.3
0.0283340237284362,-0.0081580726395959,0.0648261200964683,0.177814328304287,RF,1000,10,0.1,0.3
-0.0428601107677714,-0.0793246686644765,-0.00639555287106629,0.0151090508213811,GLM,100,1,0.1,0.3
-0.00299944040311328,-0.0394639982998184,0.0334651174935918,0.998871577087325,EN,100,1,0.1,0.3
0.169964884397711,0.133500326501006,0.206429442294416,0,AEN,100,1,0.1,0.3
0.0154375202682502,-0.0210270376284549,0.0519020781649553,0.687176798339583,RF,100,1,0.1,0.3
-0.0150178966017882,-0.0514894309926973,0.0214536377891209,0.707049907149234,GLM,1000,1,0.01,0.6
0.00302724909498697,-0.0334442852959221,0.0394987834858961,0.99883006808862,EN,1000,1,0.01,0.6
0.0888936806721251,0.052422146281216,0.125365215063034,7.49873518834931e-09,AEN,1000,1,0.01,0.6
0.0292058575010762,-0.00726567688983294,0.0656773918919853,0.157573727974688,RF,1000,1,0.01,0.6
-0.0452223964519546,-0.0817009990133308,-0.00874379389057835,0.00910889710719132,GLM,500,0.5,0.01,0.6
-0.00935490901094926,-0.0458335115723255,0.027123693550427,0.924828875774103,EN,500,0.5,0.01,0.6
0.103420416363933,0.0669418138025571,0.13989901892531,1.30979671553177e-11,AEN,500,0.5,0.01,0.6
0.0116323871067822,-0.0248462154545941,0.0481109896681584,0.852247167077985,RF,500,0.5,0.01,0.6
-0.0708145619835338,-0.107288448348983,-0.0343406756180843,6.79242730861063e-06,GLM,100,0.5,0.05,0.6
0.00874299712015481,-0.0277308892452947,0.0452168834856043,0.939878352481368,EN,100,0.5,0.05,0.6
0.145835042987498,0.109361156622048,0.182308929352947,0,AEN,100,0.5,0.05,0.6
-0.0109129688370327,-0.0473868552024822,0.0255609175284167,0.877856630412125,RF,100,0.5,0.05,0.6
-0.00937213796967828,-0.0458616449522088,0.0271173690128523,0.924375450328684,GLM,1000,10,0.1,0.6
-0.0011581280645846,-0.0376476350471152,0.035331378917946,0.99997399173434,EN,1000,10,0.1,0.6
0.0407088957816825,0.0042193887991519,0.077198402764213,0.0230303589249068,AEN,1000,10,0.1,0.6
0.022945171775838,-0.0135443352066926,0.0594346787583686,0.346883533639182,RF,1000,10,0.1,0.6
-0.0414777494456764,-0.0779721971440657,-0.0049833017472871,0.0197034409440218,GLM,100,1,0.1,0.6
0.0018715546184922,-0.0346228930798971,0.0383660023168815,0.999824440654501,EN,100,1,0.1,0.6
0.178793899250722,0.142299451552333,0.215288346949111,0,AEN,100,1,0.1,0.6
0.0191077288625399,-0.0173867188358494,0.0556021765609292,0.511712477491607,RF,100,1,0.1,0.6
-0.0416521608630287,-0.0781126804797485,-0.00519164124630893,0.0190639973783314,GLM,1000,1,0.01,0.95
-0.00774810657810754,-0.0442086261948273,0.0287124130386122,0.960175449749447,EN,1000,1,0.01,0.95
0.119945503870748,0.0834849842540278,0.156406023487467,2.55351295663786e-15,AEN,1000,1,0.01,0.95
-0.00998883241727455,-0.0464493520339943,0.0264716871994452,0.907185689878737,RF,1000,1,0.01,0.95
-0.0367955855655434,-0.0734542876848746,-0.00013688344621219,0.0487812979502134,GLM,500,0.5,0.01,0.95
